Date,nifty_close,midcap_close,vix_close,repo_rate,mf_cash_pct
,^NSEI,NIFTY_MIDCAP_100.NS,,,
2020-08-05,11101.650390625,15725.7001953125,23.5675,4.0,2.776
2020-08-06,11200.150390625,15905.150390625,23.15,4.0,2.776
2020-08-07,11214.0498046875,16103.349609375,22.5775,4.0,2.776
2020-08-10,11270.150390625,16312.7001953125,22.51,4.0,2.776
2020-08-11,11322.5,16256.7001953125,21.36,4.0,2.776
2020-08-12,11308.400390625,16268.849609375,20.845,4.0,2.776
2020-08-13,11300.4501953125,16524.80078125,20.5675,4.0,2.776
2020-08-14,11178.400390625,16383.25,21.6725,4.0,2.776
2020-08-17,11247.099609375,16455.44921875,21.3075,4.0,2.776
2020-08-18,11385.349609375,16660.05078125,20.43,4.0,2.776
2020-08-19,11408.400390625,16763.80078125,19.9575,4.0,2.776
2020-08-20,11312.2001953125,16899.94921875,20.6175,4.0,2.776
2020-08-21,11371.599609375,16982.19921875,19.9375,4.0,2.776
2020-08-24,11466.4501953125,17101.44921875,19.23,4.0,2.776
2020-08-25,11472.25,17159.650390625,19.315,4.0,2.776
2020-08-26,11549.599609375,17249.44921875,19.3025,4.0,2.776
2020-08-27,11559.25,17269.94921875,18.895,4.0,2.776
2020-08-28,11647.599609375,17369.05078125,18.3475,4.0,2.776
2020-08-31,11387.5,16682.650390625,22.835,4.0,2.776
2020-09-01,11470.25,16819.400390625,21.8,4.0,2.776
2020-09-02,11535.0,17069.69921875,21.105,4.0,2.776
2020-09-03,11527.4501953125,17214.150390625,20.5025,4.0,2.776
2020-09-04,11333.849609375,16926.19921875,22.1525,4.0,2.776
2020-09-07,11355.0498046875,16780.25,22.0075,4.0,2.776
2020-09-08,11317.349609375,16539.900390625,22.7225,4.0,2.776
2020-09-09,11278.0,16450.150390625,22.23,4.0,2.776
2020-09-10,11449.25,16653.05078125,21.2625,4.0,2.776
2020-09-11,11464.4501953125,16765.80078125,20.7125,4.0,2.776
2020-09-14,11440.0498046875,17206.5,21.19,4.0,2.776
2020-09-15,11521.7998046875,17393.349609375,20.5975,4.0,2.776
2020-09-16,11604.5498046875,17452.900390625,19.66,4.0,2.776
2020-09-17,11516.099609375,17410.94921875,20.1,4.0,2.776
2020-09-18,11504.9501953125,17399.44921875,20.045,4.0,2.776
2020-09-21,11250.5498046875,16765.19921875,22.1875,4.0,2.776
2020-09-22,11153.650390625,16507.75,21.41,4.0,2.776
2020-09-23,11131.849609375,16453.44921875,20.99,4.0,2.776
2020-09-24,10805.5498046875,16039.7998046875,23.51,4.0,2.776
2020-09-25,11050.25,16504.0,20.675,4.0,2.776
2020-09-28,11227.5498046875,16998.25,19.5725,4.0,2.776
2020-09-29,11222.400390625,16973.599609375,19.775,4.0,2.776
2020-09-30,11247.5498046875,16983.05078125,19.53,4.0,2.776
2020-10-01,11416.9501953125,17125.0,18.35,4.0,2.776
2020-10-05,11503.349609375,17107.94921875,19.705,4.0,2.776
2020-10-06,11662.400390625,17216.25,19.635,4.0,2.776
2020-10-07,11738.849609375,17128.400390625,20.06,4.0,2.776
2020-10-08,11834.599609375,17146.349609375,20.38,4.0,2.776
2020-10-09,11914.2001953125,17093.25,20.38,4.0,2.776
2020-10-12,11930.9501953125,16994.650390625,21.1275,4.0,2.776
2020-10-13,11934.5,16913.150390625,20.715,4.0,2.776
2020-10-14,11971.0498046875,16886.25,20.21,4.0,2.776
2020-10-15,11680.349609375,16599.599609375,22.0575,4.0,2.776
2020-10-16,11762.4501953125,16787.0,21.645,4.0,2.776
2020-10-19,11873.0498046875,16915.849609375,21.8175,4.0,2.776
2020-10-20,11896.7998046875,17023.25,22.69,4.0,2.776
2020-10-21,11937.650390625,17065.44921875,22.915,4.0,2.776
2020-10-22,11896.4501953125,17171.30078125,22.635,4.0,2.776
2020-10-23,11930.349609375,17306.19921875,21.8275,4.0,2.776
2020-10-26,11767.75,17009.849609375,22.8325,4.0,2.776
2020-10-27,11889.400390625,17217.25,22.195,4.0,2.776
2020-10-28,11729.599609375,17047.599609375,23.28,4.0,2.776
2020-10-29,11670.7998046875,16974.05078125,24.0225,4.0,2.776
2020-10-30,11642.400390625,17066.5,24.7525,4.0,2.776
2020-11-02,11669.150390625,17135.19921875,25.21,4.0,2.776
2020-11-03,11813.5,17254.900390625,24.24,4.0,2.776
2020-11-04,11908.5,17367.05078125,23.2,4.0,2.776
2020-11-05,12120.2998046875,17676.900390625,20.965,4.0,2.776
2020-11-06,12263.5498046875,17802.75,20.4975,4.0,2.776
2020-11-09,12461.0498046875,17957.400390625,20.1125,4.0,2.776
2020-11-10,12631.099609375,18007.94921875,21.5775,4.0,2.776
2020-11-11,12749.150390625,18075.0,22.0325,4.0,2.776
2020-11-12,12690.7998046875,18182.900390625,20.62,4.0,2.776
2020-11-13,12719.9501953125,18353.400390625,19.7025,4.0,2.776
2020-11-17,12874.2001953125,18652.30078125,19.8025,4.0,2.776
2020-11-18,12938.25,18924.150390625,19.12,4.0,2.776
2020-11-19,12771.7001953125,18802.30078125,19.57,4.0,2.776
2020-11-20,12859.0498046875,18962.55078125,19.6175,4.0,2.776
2020-11-23,12926.4501953125,19211.400390625,20.7975,4.0,2.776
2020-11-24,13055.150390625,19352.25,21.0575,4.0,2.776
2020-11-25,12858.400390625,19032.599609375,23.1275,4.0,2.776
2020-11-26,12987.0,19196.44921875,20.0225,4.0,2.776
2020-11-27,12968.9501953125,19715.099609375,19.8175,4.0,2.776
2020-12-01,13109.0498046875,19903.900390625,20.1825,4.0,2.776
2020-12-02,13113.75,20001.69921875,19.9075,4.0,2.776
2020-12-03,13133.900390625,20127.25,19.0,4.0,2.776
2020-12-04,13258.5498046875,20197.30078125,18.0275,4.0,2.776
2020-12-07,13355.75,20428.44921875,18.025,4.0,2.776
2020-12-08,13392.9501953125,20439.19921875,18.6175,4.0,2.776
2020-12-09,13529.099609375,20563.44921875,18.92,4.0,2.776
2020-12-10,13478.2998046875,20392.69921875,18.7125,4.0,2.776
2020-12-11,13513.849609375,20437.19921875,18.79,4.0,2.776
2020-12-14,13558.150390625,20571.25,19.4025,4.0,2.776
2020-12-15,13567.849609375,20668.05078125,19.345,4.0,2.776
2020-12-16,13682.7001953125,20906.44921875,19.2,4.0,2.776
2020-12-17,13740.7001953125,20849.400390625,19.1575,4.0,2.776
2020-12-18,13760.5498046875,20797.44921875,18.6225,4.0,2.776
2020-12-21,13328.400390625,19797.349609375,23.19,4.0,2.776
2020-12-22,13466.2998046875,19964.900390625,21.985,4.0,2.776
2020-12-23,13601.099609375,20439.94921875,20.495,4.0,2.776
2020-12-24,13749.25,20475.75,19.9675,4.0,2.776
2020-12-28,13873.2001953125,20718.599609375,20.4275,4.0,2.776
2020-12-29,13932.599609375,20695.69921875,20.79,4.0,2.776
2020-12-30,13981.9501953125,20741.69921875,21.11,4.0,2.776
2020-12-31,13981.75,20842.5,21.095,4.0,2.776
2021-01-01,14018.5,,19.56,4.0,2.776
2021-01-04,14132.900390625,21388.5,20.03,4.0,2.776
2021-01-05,14199.5,21533.94921875,20.46,4.0,2.776
2021-01-06,14146.25,21651.55078125,20.995,4.0,2.776
2021-01-07,14137.349609375,21964.55078125,20.615,4.0,2.776
2021-01-08,14347.25,22194.099609375,20.64,4.0,2.776
2021-01-11,14484.75,22140.099609375,22.3825,4.0,2.776
2021-01-12,14563.4501953125,22289.150390625,22.8475,4.0,2.776
2021-01-13,14564.849609375,22155.25,23.2925,4.0,2.776
2021-01-14,14595.599609375,22169.400390625,23.0275,4.0,2.776
2021-01-15,14433.7001953125,21934.25,24.01,4.0,2.776
2021-01-18,14281.2998046875,21470.150390625,24.395,4.0,2.776
2021-01-19,14521.150390625,21969.19921875,22.8975,4.0,2.776
2021-01-20,14644.7001953125,22197.400390625,21.55,4.0,2.776
2021-01-21,14590.349609375,21927.400390625,22.18,4.0,2.776
2021-01-22,14371.900390625,21659.05078125,22.4225,4.0,2.776
2021-01-25,14238.900390625,21455.19921875,23.245,4.0,2.776
2021-01-27,13967.5,21115.349609375,24.3925,4.0,2.776
2021-01-28,13817.5498046875,20989.94921875,24.29,4.0,2.776
2021-01-29,13634.599609375,20909.849609375,25.3425,4.0,2.776
2021-02-01,14281.2001953125,21600.900390625,23.3225,4.0,2.776
2021-02-02,14647.849609375,22115.099609375,23.345,4.0,2.776
2021-02-03,14789.9501953125,22434.80078125,23.745,4.0,2.776
2021-02-04,14895.650390625,22673.150390625,23.1225,4.0,2.776
2021-02-05,14924.25,22425.900390625,23.415,4.0,2.776
2021-02-08,15115.7998046875,22764.94921875,23.9575,4.0,2.776
2021-02-09,15109.2998046875,22747.400390625,24.27,4.0,2.776
2021-02-10,15106.5,22926.44921875,23.9525,4.0,2.776
2021-02-11,15173.2998046875,22968.099609375,23.045,4.0,2.776
2021-02-12,15163.2998046875,22914.349609375,23.045,4.0,2.776
2021-02-15,15314.7001953125,23213.650390625,21.475,4.0,2.776
2021-02-16,15313.4501953125,23316.5,21.78,4.0,2.776
2021-02-17,15208.900390625,23388.30078125,21.505,4.0,2.776
2021-02-18,15118.9501953125,23499.19921875,21.5425,4.0,2.776
2021-02-19,14981.75,23118.75,22.25,4.0,2.776
2021-02-22,14675.7001953125,22822.80078125,25.47,4.0,2.776
2021-02-23,14707.7998046875,23053.349609375,25.2275,4.0,2.776
2021-02-24,14982.0,23290.80078125,24.1675,4.0,2.776
2021-02-25,15097.349609375,23646.80078125,22.8925,4.0,2.776
2021-02-26,14529.150390625,23268.5,28.1425,4.0,2.776
2021-03-01,14761.5498046875,23684.80078125,25.625,4.0,2.776
2021-03-02,14919.099609375,24086.650390625,23.605,4.0,2.776
2021-03-03,15245.599609375,24488.44921875,22.09,4.0,2.776
2021-03-04,15080.75,24608.349609375,24.15,4.0,2.776
2021-03-05,14938.099609375,24078.150390625,25.56,4.0,2.776
2021-03-08,14956.2001953125,24149.30078125,24.675,4.0,2.776
2021-03-09,15098.400390625,24024.25,22.495,4.0,2.776
2021-03-10,15174.7998046875,24220.099609375,20.7475,4.0,2.776
2021-03-12,15030.9501953125,24115.599609375,21.7075,4.0,2.776
2021-03-15,14929.5,23952.30078125,21.2275,4.0,2.776
2021-03-16,14910.4501953125,24048.30078125,20.19,4.0,2.776
2021-03-17,14721.2998046875,23451.599609375,20.1575,4.0,2.776
2021-03-18,14557.849609375,23129.849609375,20.08,4.0,2.776
2021-03-19,14744.0,23412.75,19.9875,4.0,2.776
2021-03-22,14736.400390625,23603.599609375,20.4925,4.0,2.776
2021-03-23,14814.75,23808.400390625,20.665,4.0,2.776
2021-03-24,14549.400390625,23334.94921875,22.455,4.0,2.776
2021-03-25,14324.900390625,22858.55078125,22.6975,4.0,2.776
2021-03-26,14507.2998046875,23213.94921875,20.65,4.0,2.776
2021-03-30,14845.099609375,23609.400390625,20.65,4.0,2.776
2021-03-31,14690.7001953125,23693.150390625,20.645,4.0,2.776
2021-04-01,14867.349609375,24117.75,19.9875,4.0,2.776
2021-04-05,14637.7998046875,23798.599609375,21.215,4.0,2.776
2021-04-06,14683.5,24016.19921875,20.84,4.0,2.776
2021-04-07,14819.0498046875,24333.30078125,20.2475,4.0,2.776
2021-04-07,14819.0498046875,24333.30078125,20.2475,4.0,2.776
2021-04-08,14873.7998046875,24462.400390625,20.3125,4.0,2.776
2021-04-09,14834.849609375,24505.69921875,19.785,4.0,2.776
2021-04-12,14310.7998046875,23114.150390625,22.995,4.0,2.776
2021-04-13,14504.7998046875,23516.849609375,20.46,4.0,2.776
2021-04-15,14581.4501953125,23530.0,20.89,4.0,2.776
2021-04-16,14617.849609375,23760.650390625,20.4025,4.0,2.776
2021-04-19,14359.4501953125,23256.349609375,22.485,4.0,2.776
2021-04-20,14296.400390625,23326.0,22.425,4.0,2.776
2021-04-22,14406.150390625,23432.650390625,23.025,4.0,2.776
2021-04-23,14341.349609375,23492.75,22.69,4.0,2.776
2021-04-26,14485.0,23675.099609375,23.495,4.0,2.776
2021-04-27,14653.0498046875,24047.150390625,23.0825,4.0,2.776
2021-04-28,14864.5498046875,24313.5,22.58,4.0,2.776
2021-04-29,14894.900390625,24286.44921875,23.305,4.0,2.776
2021-04-30,14631.099609375,24195.900390625,23.0275,4.0,2.776
2021-05-03,14634.150390625,24263.5,23.6925,4.0,2.776
2021-05-04,14496.5,24167.80078125,23.01,4.0,2.776
2021-05-05,14617.849609375,24410.099609375,21.9625,4.0,2.776
2021-05-06,14724.7998046875,24639.0,22.035,4.0,2.776
2021-05-07,14823.150390625,24545.650390625,20.8225,4.0,2.776
2021-05-10,14942.349609375,24776.80078125,20.225,4.0,2.776
2021-05-11,14850.75,24971.75,19.83,4.0,2.776
2021-05-12,14696.5,24770.400390625,20.08,4.0,2.776
2021-05-14,14677.7998046875,24363.650390625,20.2675,4.0,2.776
2021-05-17,14923.150390625,24812.650390625,19.6075,4.0,2.776
2021-05-18,15108.099609375,25266.650390625,19.24,4.0,2.776
2021-05-19,15030.150390625,25232.80078125,19.3175,4.0,2.776
2021-05-20,14906.0498046875,25211.69921875,19.6525,4.0,2.776
2021-05-21,15175.2998046875,25413.400390625,19.08,4.0,2.776
2021-05-24,15197.7001953125,25584.30078125,19.13,4.0,2.776
2021-05-25,15208.4501953125,25544.349609375,18.8425,4.0,2.776
2021-05-26,15301.4501953125,25565.69921875,20.8725,4.0,2.776
2021-05-27,15337.849609375,25704.900390625,19.91,4.0,2.776
2021-05-28,15435.650390625,25695.099609375,17.4025,4.0,2.776
2021-05-31,15582.7998046875,25775.44921875,16.885,4.0,2.776
2021-06-01,15574.849609375,25749.5,17.3875,4.0,2.776
2021-06-02,15576.2001953125,26118.0,17.21,4.0,2.776
2021-06-03,15690.349609375,26362.55078125,15.745,4.0,2.776
2021-06-04,15670.25,26551.599609375,15.94,4.0,2.776
2021-06-07,15751.650390625,26881.400390625,15.5675,4.0,2.776
2021-06-08,15740.099609375,27042.80078125,15.225,4.0,2.776
2021-06-09,15635.349609375,26847.80078125,14.7525,4.0,2.776
2021-06-10,15737.75,27268.44921875,15.0025,4.0,2.776
2021-06-11,15799.349609375,27329.150390625,14.1025,4.0,2.776
2021-06-14,15811.849609375,27198.5,14.715,4.0,2.776
2021-06-15,15869.25,27364.349609375,14.605,4.0,2.776
2021-06-16,15767.5498046875,27108.5,14.865,4.0,2.776
2021-06-17,15691.400390625,26776.349609375,15.2875,4.0,2.776
2021-06-18,15683.349609375,26496.30078125,14.7975,4.0,2.776
2021-06-21,15746.5,26705.19921875,15.06,4.0,2.776
2021-06-22,15772.75,26732.75,14.7375,4.0,2.776
2021-06-23,15686.9501953125,26675.849609375,15.365,4.0,2.776
2021-06-24,15790.4501953125,26601.44921875,15.0975,4.0,2.776
2021-06-25,15860.349609375,26895.0,13.3675,4.0,2.776
2021-06-28,15814.7001953125,27036.5,13.4025,4.0,2.776
2021-06-29,15748.4501953125,26901.099609375,13.0025,4.0,2.776
2021-06-30,15721.5,26970.75,13.045,4.0,2.776
2021-07-01,15680.0,26882.599609375,12.84,4.0,2.776
2021-07-02,15722.2001953125,27020.099609375,12.09,4.0,2.776
2021-07-05,15834.349609375,27163.0,12.0675,4.0,2.776
2021-07-06,15818.25,27149.19921875,12.275,4.0,2.776
2021-07-07,15879.650390625,27328.349609375,12.2125,4.0,2.776
2021-07-08,15727.900390625,27213.19921875,13.56,4.0,2.776
2021-07-09,15689.7998046875,27382.75,12.9425,4.0,2.776
2021-07-12,15692.599609375,27503.599609375,12.9925,4.0,2.776
2021-07-13,15812.349609375,27560.75,12.6225,4.0,2.776
2021-07-14,15853.9501953125,27623.30078125,12.59,4.0,2.776
2021-07-15,15924.2001953125,27754.69921875,12.27,4.0,2.776
2021-07-16,15923.400390625,27851.150390625,11.705,4.0,2.776
2021-07-19,15752.400390625,27625.400390625,12.68,4.0,2.776
2021-07-20,15632.099609375,27227.849609375,13.205,4.0,2.776
2021-07-22,15824.0498046875,27538.349609375,11.885,4.0,2.776
2021-07-23,15856.0498046875,27584.80078125,11.7625,4.0,2.776
2021-07-26,15824.4501953125,27573.849609375,12.45,4.0,2.776
2021-07-27,15746.4501953125,27455.099609375,13.2325,4.0,2.776
2021-07-28,15709.400390625,27315.30078125,13.6925,4.0,2.776
2021-07-29,15778.4501953125,27512.30078125,12.945,4.0,2.776
2021-07-30,15763.0498046875,27815.25,12.8025,4.0,2.776
2021-08-02,15885.150390625,28250.400390625,12.805,4.0,2.776
2021-08-03,16130.75,28265.650390625,13.7475,4.0,2.776
2021-08-04,16258.7998046875,27928.19921875,13.2125,4.0,2.776
2021-08-05,16294.599609375,27929.94921875,12.8725,4.0,2.776
2021-08-06,16238.2001953125,27945.69921875,12.6075,4.0,2.776
2021-08-09,16258.25,27742.5,12.605,4.0,2.776
2021-08-10,16280.099609375,27439.25,12.705,4.0,2.776
2021-08-11,16282.25,27406.30078125,12.7125,4.0,2.776
2021-08-12,16364.400390625,27684.0,12.3725,4.0,2.776
2021-08-13,16529.099609375,27600.099609375,12.99,4.0,2.776
2021-08-16,16563.05078125,27507.44921875,13.4575,4.0,2.776
2021-08-17,16614.599609375,27597.80078125,13.4125,4.0,2.776
2021-08-18,16568.849609375,27676.80078125,12.905,4.0,2.776
2021-08-20,16450.5,27124.75,14.015,4.0,2.776
2021-08-23,16496.44921875,26892.69921875,13.685,4.0,2.776
2021-08-24,16624.599609375,27276.69921875,13.1875,4.0,2.776
2021-08-25,16634.650390625,27363.05078125,13.4975,4.0,2.776
2021-08-26,16636.900390625,27416.0,13.5375,4.0,2.776
2021-08-27,16705.19921875,27705.55078125,13.405,4.0,2.776
2021-08-30,16931.05078125,28242.400390625,13.3175,4.0,2.776
2021-08-31,17132.19921875,28417.25,14.52,4.0,2.776
2021-09-01,17076.25,28629.44921875,14.185,4.0,2.776
2021-09-02,17234.150390625,28916.650390625,14.24,4.0,2.776
2021-09-03,17323.599609375,29060.05078125,14.5425,4.0,2.776
2021-09-06,17377.80078125,29178.349609375,15.105,4.0,2.776
2021-09-07,17362.099609375,29105.0,14.895,4.0,2.776
2021-09-08,17353.5,29255.55078125,14.41,4.0,2.776
2021-09-09,17369.25,29341.099609375,13.9425,4.0,2.776
2021-09-13,17355.30078125,29473.44921875,14.025,4.0,2.776
2021-09-14,17380.0,29871.650390625,13.575,4.0,2.776
2021-09-15,17519.44921875,30175.599609375,13.73,4.0,2.776
2021-09-16,17629.5,30283.099609375,14.4125,4.0,2.776
2021-09-17,17585.150390625,29899.400390625,15.2325,4.0,2.776
2021-09-20,17396.900390625,29254.849609375,17.4925,4.0,2.776
2021-09-21,17562.0,29442.44921875,16.52,4.0,2.776
2021-09-22,17546.650390625,29933.900390625,16.4925,4.0,2.776
2021-09-23,17822.94921875,30380.849609375,16.6025,4.0,2.776
2021-09-24,17853.19921875,30143.599609375,16.9225,4.0,2.776
2021-09-27,17855.099609375,30152.44921875,18.0525,4.0,2.776
2021-09-28,17748.599609375,29951.30078125,18.535,4.0,2.776
2021-09-29,17711.30078125,30274.099609375,18.8375,4.0,2.776
2021-09-30,17618.150390625,30384.0,18.4025,4.0,2.776
2021-10-01,17532.05078125,30396.849609375,17.21,4.0,2.776
2021-10-04,17691.25,30875.349609375,16.735,4.0,2.776
2021-10-05,17822.30078125,31009.400390625,16.3975,4.0,2.776
2021-10-06,17646.0,30728.19921875,17.3325,4.0,2.776
2021-10-07,17790.349609375,31304.44921875,16.155,4.0,2.776
2021-10-08,17895.19921875,31437.75,15.6525,4.0,2.776
2021-10-11,17945.94921875,31630.80078125,16.085,4.0,2.776
2021-10-12,17991.94921875,31805.5,15.8475,4.0,2.776
2021-10-13,18161.75,32294.150390625,16.1,4.0,2.776
2021-10-14,18338.55078125,32503.5,15.7675,4.0,2.776
2021-10-18,18477.05078125,32884.80078125,17.185,4.0,2.776
2021-10-19,18418.75,32170.69921875,17.3825,4.0,2.776
2021-10-20,18266.599609375,31478.30078125,18.3125,4.0,2.776
2021-10-21,18178.099609375,31356.150390625,18.035,4.0,2.776
2021-10-22,18114.900390625,31082.44921875,17.545,4.0,2.776
2021-10-25,18125.400390625,30553.400390625,17.61,4.0,2.776
2021-10-26,18268.400390625,31101.94921875,16.7525,4.0,2.776
2021-10-27,18210.94921875,31125.55078125,16.8275,4.0,2.776
2021-10-28,17857.25,30514.05078125,17.9125,4.0,2.776
2021-10-29,17671.650390625,30469.55078125,17.425,4.0,2.776
2021-11-01,17929.650390625,31023.69921875,17.235,4.0,2.776
2021-11-02,17888.94921875,31281.05078125,17.0625,4.0,2.776
2021-11-03,17829.19921875,31197.5,16.125,4.0,2.776
2021-11-04,17916.80078125,31442.650390625,15.7475,4.0,2.776
2021-11-08,18068.55078125,31818.650390625,16.34,4.0,2.776
2021-11-09,18044.25,32186.349609375,16.0025,4.0,2.776
2021-11-10,18017.19921875,32044.44921875,16.305,4.0,2.776
2021-11-11,17873.599609375,31782.150390625,16.3525,4.0,2.776
2021-11-12,18102.75,31925.849609375,15.2175,4.0,2.776
2021-11-15,18109.44921875,32028.30078125,15.465,4.0,2.776
2021-11-16,17999.19921875,31942.55078125,15.195,4.0,2.776
2021-11-17,17898.650390625,31729.0,14.98,4.0,2.776
2021-11-18,17764.80078125,31271.400390625,14.8575,4.0,2.776
2021-11-22,17416.55078125,30331.599609375,17.52,4.0,2.776
2021-11-23,17503.349609375,30865.30078125,18.015,4.0,2.776
2021-11-24,17415.05078125,30743.25,17.095,4.0,2.776
2021-11-25,17536.25,30926.599609375,16.6625,4.0,2.776
2021-11-26,17026.44921875,29920.400390625,20.8025,4.0,2.776
2021-11-29,17053.94921875,29515.25,20.83,4.0,2.776
2021-11-30,16983.19921875,29650.650390625,21.1675,4.0,2.776
2021-12-01,17166.900390625,29955.69921875,19.4475,4.0,2.776
2021-12-02,17401.650390625,30296.44921875,18.0875,4.0,2.776
2021-12-03,17196.69921875,30293.25,18.455,4.0,2.776
2021-12-06,16912.25,29863.19921875,20.0775,4.0,2.776
2021-12-07,17176.69921875,30282.599609375,18.46,4.0,2.776
2021-12-08,17469.75,30769.150390625,17.265,4.0,2.776
2021-12-09,17516.849609375,30955.19921875,16.6025,4.0,2.776
2021-12-10,17511.30078125,31203.05078125,16.06,4.0,2.776
2021-12-13,17368.25,31125.69921875,16.57,4.0,2.776
2021-12-14,17324.900390625,31067.25,16.9525,4.0,2.776
